i,j,val
16,46,        0.0000000000
17,1,        0.0000000000
17,2,        0.0000000000
17,3,        0.0000000000
17,4,        0.0000000000
17,5,        0.0591951759
17,6,        0.0000000000
17,7,        0.0000000000
17,8,       -0.2678169457
17,9,        0.0000000000
17,10,        0.0000000000
17,11,       -0.0155139166
17,12,        0.0000000000
17,13,        0.0000000000
17,14,        0.0000000000
17,15,        0.0000000000
17,16,       -0.4031109995
17,17,        0.0000000000
17,18,        0.0000000000
17,19,        0.4028396294
17,20,        0.0000000000
17,21,        0.0000000000
17,22,        0.0000000000
17,23,        0.0000000000
17,24,        0.0000000000
17,25,        2.2243127259
17,26,        0.0000000000
17,27,        0.0000000000
17,28,        0.8545901286
17,29,        0.0000000000
17,30,        0.0000000000
17,31,        0.0000000000
17,32,        0.0000000000
17,33,       -1.4544064434
17,34,        0.0000000000
17,35,        0.0000000000
17,36,        0.0000000000
17,37,        0.0000000000
17,38,        0.5968872041
17,39,        0.0000000000
17,40,        0.0000000000
17,41,        0.0000000000
17,42,        0.0000000000
17,43,        0.0000000000
17,44,        0.0000000000
17,45,       -0.2458778921
17,46,        0.0000000000
18,1,        0.0000000000
18,2,        0.0000000000
18,3,        0.0000000000
18,4,        0.0591951759
18,5,        0.0000000000
18,6,        0.0000000000
18,7,        0.0000000000
18,8,        0.0000000000
18,9,       -0.2678169457
18,10,       -0.0155139166
18,11,        0.0000000000
18,12,        0.0000000000
18,13,        0.0000000000
18,14,        0.0000000000
18,15,       -0.4031109995
18,16,        0.0000000000
18,17,        0.0000000000
18,18,        0.4028396295
18,19,        0.0000000000
18,20,        0.0000000000
18,21,        0.0000000000
18,22,        0.0000000000
18,23,        0.0000000000
18,24,        2.2243127257
18,25,        0.0000000000
18,26,        0.0000000000
18,27,        0.8545901289
18,28,        0.0000000000
18,29,        0.0000000000
18,30,        0.0000000000
18,31,        0.0000000000
18,32,       -1.4544064435
18,33,        0.0000000000
18,34,        0.0000000000
18,35,        0.0000000000
18,36,        0.0000000000
18,37,        0.5968872042
18,38,        0.0000000000
18,39,        0.0000000000
18,40,        0.0000000000
18,41,        0.0000000000
18,42,        0.0000000000
18,43,        0.0000000000
18,44,        0.0000000000
18,45,        0.0000000000
18,46,       -0.2458778921
19,1,        0.0002277933
19,2,        0.0017680944
19,3,       -0.0180760453
19,4,        0.0000000000
19,5,        0.0000000000
19,6,       -0.0116738586
19,7,       -0.0124195356
19,8,        0.0000000000
19,9,        0.0000000000
19,10,        0.0000000000
19,11,        0.0000000000
19,12,        0.0127350262
19,13,        0.0698328220
19,14,       -0.0946778525
19,15,        0.0000000000
19,16,        0.0000000000
19,17,       -0.3772910078
19,18,        0.0000000000
19,19,        0.0000000000
19,20,        0.0000000000
19,21,       -0.0000000000
19,22,       -0.1130317751
19,23,       -0.5872331405
19,24,        0.0000000000
19,25,        0.0000000000
19,26,        1.5929647093
19,27,        0.0000000000
19,28,        0.0000000000
19,29,        0.0000000000
19,30,       -0.0000000000
19,31,        0.1431543891
19,32,        0.0000000000
19,33,        0.0000000000
19,34,       -1.0594991076
19,35,        0.0000000000
19,36,        0.0000000000
19,37,        0.0000000000
19,38,        0.0000000000
19,39,       -2.1806129930
19,40,        2.0043043841
19,41,       -0.4751403850
19,42,        0.0000000000
19,43,        0.0000000007
19,44,       -0.2543264224
19,45,        0.0000000000
19,46,        0.0000000000
20,1,       -0.0000197585
20,2,       -0.0004753836
20,3,       -0.0034601353
20,4,        0.0000000000
20,5,        0.0000000000
20,6,       -0.0121279650
20,7,        0.0041652858
20,8,        0.0000000000
20,9,        0.0000000000
20,10,        0.0000000000
20,11,        0.0000000000
20,12,       -0.0007467310
20,13,       -0.0032978471
20,14,       -0.0011884547
20,15,        0.0000000000
20,16,        0.0000000000
20,17,        0.0146349093
20,18,        0.0000000000
20,19,        0.0000000000
20,20,        0.0000000000
20,21,       -0.0077963941
20,22,        0.0052162704
20,23,       -0.0013723974
20,24,        0.0000000000
20,25,        0.0000000000
20,26,        0.0407130922
20,27,        0.0000000000
20,28,        0.0000000000
20,29,        0.0000000000
20,30,       -0.0040171811
20,31,        0.0230388175
20,32,        0.0000000000
20,33,        0.0000000000
20,34,       -0.4356743908
20,35,        0.0000000000
20,36,       -0.8968937299
20,37,        0.0000000000
20,38,        0.0000000000
20,39,        0.2505004424
20,40,       -0.1467702513
20,41,        0.0687842660
20,42,        0.0000000000
20,43,        0.5263687396
20,44,        0.3203831407
20,45,        0.0000000000
20,46,        0.0000000000
21,1,       -0.0000197585
21,2,       -0.0004753836
21,3,       -0.0034601353
21,4,        0.0000000000
21,5,        0.0000000000
21,6,       -0.0121279650
21,7,        0.0041652858
21,8,        0.0000000000
21,9,        0.0000000000
21,10,        0.0000000000
21,11,        0.0000000000
21,12,       -0.0007467310
21,13,       -0.0032978471
21,14,       -0.0011884547
21,15,        0.0000000000
21,16,        0.0000000000
21,17,        0.0146349093
21,18,        0.0000000000
21,19,        0.0000000000
21,20,        0.0000000000
21,21,        0.0077963941
21,22,        0.0052162704
21,23,       -0.0013723974
21,24,        0.0000000000
21,25,        0.0000000000
21,26,        0.0407130922
21,27,        0.0000000000
21,28,        0.0000000000
21,29,        0.0000000000
21,30,        0.0040171811
21,31,        0.0230388175
21,32,        0.0000000000
21,33,        0.0000000000
21,34,       -0.4356743908
21,35,        0.0000000000
21,36,        0.8968937299
21,37,        0.0000000000
21,38,        0.0000000000
21,39,        0.2505004424
21,40,       -0.1467702513
21,41,        0.0687842660
21,42,        0.0000000000
21,43,       -0.5263687414
21,44,        0.3203831378
21,45,        0.0000000000
21,46,        0.0000000000
22,1,        0.0000395169
22,2,        0.0009507671
22,3,        0.0069202706
22,4,        0.0000000000
22,5,        0.0000000000
22,6,        0.0242559300
22,7,       -0.0083305717
22,8,        0.0000000000
22,9,        0.0000000000
22,10,        0.0000000000
